8
700,400
680,400
660,400
640,400
640,380
660,380
680,380
700,380
700,360
680,360
660,360
640,360
620,480
620,500
620,520
700,560
700,580
680,580
660,600
680,600
700,600
660,620
700,620
720,620
680,620
720,600
720,580
720,560
700,240
680,240
660,240
640,240
640,220
660,220
680,220
700,220
700,200
660,200
640,200
680,200
680,180
660,180
660,160
680,160
680,140
660,140
680,120
660,120
620,200
620,220
620,240
720,240
720,220
720,200
720,260
660,260
620,260
640,260
680,260
700,260
480,140
460,120
500,160
520,140
540,120
520,60
480,60
140,420
160,420
180,420
200,420
220,420
80,680
100,680
120,680
140,680
160,680
940,100
940,120
940,140
940,160
920,160
900,160
880,160
880,180
880,200
900,200
920,200
940,200
980,200
960,200
1060,200
400,320
400,300
400,280
400,260
380,260
420,260
440,260
360,260
400,340
400,360
400,380
420,340
440,340
460,340
460,320
460,360
460,380
460,300
420,520
420,600
160,260
240,200
260,320
300,80
860,420
920,400
1020,400
880,540
900,560
900,540
880,560
900,580
880,580
220,560
