7
820,560
800,540
780,520
760,500
740,480
720,460
720,360
740,340
760,320
780,300
840,240
800,280
820,260
860,220
880,200
900,180
920,160
940,140
800,580
780,600
760,620
740,640
720,660
700,680
680,700
660,720
700,0
680,20
660,60
780,120
660,140
620,400
540,480
500,480
520,500
520,480
500,500
540,500
540,520
520,520
500,520
420,280
400,280
380,280
360,280
360,260
380,260
400,260
420,260
420,240
400,240
380,240
360,240
360,220
380,220
400,220
420,220
300,440
280,440
260,440
240,440
240,460
280,460
300,460
260,460
240,480
260,480
280,480
300,480
280,600
300,600
320,600
340,600
360,600
360,620
340,620
320,620
300,620
280,620
380,620
380,600
140,620
140,640
140,660
140,680
120,680
100,680
100,660
120,660
120,640
120,620
100,620
100,640
100,320
120,320
140,320
160,320
180,320
180,340
140,340
120,340
100,340
100,360
120,360
140,360
160,360
160,340
180,360
180,380
160,380
140,380
120,380
100,380
240,160
240,140
260,140
280,140
260,160
280,160
380,80
420,80
400,80
360,80
340,60
360,60
400,60
380,60
320,40
340,40
360,40
380,40
380,100
400,100
420,100
440,100
580,200
560,200
560,220
580,220
380,380
180,220
40,440
